"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019-8-7","65,500.00","65,500.00","67,000.00","64,000.00","","-0.76%"
"2019-8-6","66,000.00","66,000.00","67,500.00","64,500.00","","0.00%"
"2019-8-5","66,000.00","66,000.00","67,500.00","64,500.00","","-0.75%"
"2019-8-2","66,500.00","66,500.00","68,000.00","65,000.00","","-0.75%"
"2019-8-1","67,000.00","67,000.00","68,500.00","65,500.00","","0.00%"
"2019-7-31","67,000.00","67,000.00","68,500.00","65,500.00","","0.00%"
"2019-7-30","67,000.00","67,000.00","68,500.00","65,500.00","","0.00%"
"2019-7-29","67,000.00","67,000.00","68,500.00","65,500.00","","-0.74%"
"2019-7-26","67,500.00","67,500.00","69,000.00","66,000.00","","-1.46%"
"2019-7-25","68,500.00","68,500.00","70,000.00","67,000.00","","0.00%"
"2019-7-24","68,500.00","68,500.00","70,000.00","67,000.00","","0.00%"
"2019-7-23","68,500.00","68,500.00","70,000.00","67,000.00","","-2.14%"
"2019-7-22","70,000.00","70,000.00","71,500.00","68,500.00","","0.00%"
"2019-7-19","70,000.00","70,000.00","71,500.00","68,500.00","","-0.71%"
"2019-7-18","70,500.00","70,500.00","72,000.00","69,000.00","","0.00%"
"2019-7-17","70,500.00","70,500.00","72,000.00","69,000.00","","0.00%"
"2019-7-16","70,500.00","70,500.00","72,000.00","69,000.00","","0.00%"
"2019-7-15","70,500.00","70,500.00","72,000.00","69,000.00","","0.00%"
"2019-7-12","70,500.00","70,500.00","72,000.00","69,000.00","","0.00%"
"2019-7-11","70,500.00","70,500.00","72,000.00","69,000.00","","-1.40%"
"2019-7-10","71,500.00","71,500.00","73,000.00","70,000.00","","0.00%"
"2019-7-9","71,500.00","71,500.00","73,000.00","70,000.00","","-0.69%"
"2019-7-8","72,000.00","72,000.00","73,500.00","70,500.00","","-0.69%"
"2019-7-5","72,500.00","72,500.00","74,000.00","71,000.00","","0.00%"
"2019-7-4","72,500.00","72,500.00","74,000.00","71,000.00","","0.00%"
"2019-7-3","72,500.00","72,500.00","74,000.00","71,000.00","","0.00%"
"2019-7-2","72,500.00","72,500.00","74,000.00","71,000.00","","0.00%"
"2019-7-1","72,500.00","72,500.00","74,000.00","71,000.00","","-1.36%"
"2019-6-28","73,500.00","73,500.00","75,000.00","72,000.00","","0.00%"
"2019-6-27","73,500.00","73,500.00","75,000.00","72,000.00","","-1.34%"
"2019-6-26","74,500.00","74,500.00","76,000.00","73,000.00","","0.00%"
"2019-6-25","74,500.00","74,500.00","76,000.00","73,000.00","","0.00%"
"2019-6-24","74,500.00","74,500.00","76,000.00","73,000.00","","-0.67%"
"2019-6-21","75,000.00","75,000.00","76,500.00","73,500.00","","0.00%"
"2019-6-20","75,000.00","75,000.00","76,500.00","73,500.00","","0.00%"
"2019-6-19","75,000.00","75,000.00","76,500.00","73,500.00","","-0.66%"
"2019-6-18","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-6-17","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-6-14","75,500.00","75,500.00","77,000.00","74,000.00","","-0.66%"
"2019-6-13","76,000.00","76,000.00","77,500.00","74,500.00","","-1.30%"
"2019-6-12","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-6-11","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-6-10","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-6-6","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-6-5","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-6-4","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-6-3","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-5-31","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-5-30","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-5-29","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-5-28","77,000.00","77,000.00","78,500.00","75,500.00","","0.00%"
"2019-5-27","77,000.00","77,000.00","78,500.00","75,500.00","","0.65%"
"2019-5-24","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-23","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-22","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-21","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-20","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-17","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-16","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-15","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-14","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-13","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-10","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-9","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-8","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-7","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-5-6","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-30","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-29","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-26","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-25","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-24","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-23","76,500.00","76,500.00","78,000.00","75,000.00","","0.66%"
"2019-4-22","76,000.00","76,000.00","77,500.00","74,500.00","","0.00%"
"2019-4-19","76,000.00","76,000.00","77,500.00","74,500.00","","0.00%"
"2019-4-18","76,000.00","76,000.00","77,500.00","74,500.00","","0.00%"
"2019-4-17","76,000.00","76,000.00","77,500.00","74,500.00","","0.00%"
"2019-4-16","76,000.00","76,000.00","77,500.00","74,500.00","","0.00%"
"2019-4-15","76,000.00","76,000.00","77,500.00","74,500.00","","0.00%"
"2019-4-12","76,000.00","76,000.00","77,500.00","74,500.00","","0.00%"
"2019-4-11","76,000.00","76,000.00","77,500.00","74,500.00","","0.00%"
"2019-4-10","76,000.00","76,000.00","77,500.00","74,500.00","","-0.65%"
"2019-4-9","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-8","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-4","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-3","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-2","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-4-1","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-3-29","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-3-28","76,500.00","76,500.00","78,000.00","75,000.00","","0.00%"
"2019-3-27","76,500.00","76,500.00","78,000.00","75,000.00","","1.32%"
"2019-3-26","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-25","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-22","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-21","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-20","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-19","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-18","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-15","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-14","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-13","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-12","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-11","75,500.00","75,500.00","77,000.00","74,000.00","","0.00%"
"2019-3-8","75,500.00","75,500.00","77,000.00","74,000.00","","-2.58%"
"2019-3-7","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-3-6","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-3-5","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-3-4","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-3-1","77,500.00","77,500.00","79,000.00","76,000.00","","-1.27%"
"2019-2-28","78,500.00","78,500.00","80,000.00","77,000.00","","0.00%"
"2019-2-27","78,500.00","78,500.00","80,000.00","77,000.00","","0.00%"
"2019-2-26","78,500.00","78,500.00","80,000.00","77,000.00","","0.00%"
"2019-2-25","78,500.00","78,500.00","80,000.00","77,000.00","","0.00%"
"2019-2-22","78,500.00","78,500.00","80,000.00","77,000.00","","0.00%"
"2019-2-21","78,500.00","78,500.00","80,000.00","77,000.00","","0.00%"
"2019-2-20","78,500.00","78,500.00","80,000.00","77,000.00","","0.00%"
"2019-2-19","78,500.00","78,500.00","80,000.00","77,000.00","","1.29%"
"2019-2-18","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-2-15","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-2-14","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-2-13","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-2-12","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-2-11","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-2-1","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-31","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-30","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-29","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-28","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-25","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-24","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-23","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-22","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-21","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-18","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-17","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-16","77,500.00","77,500.00","79,000.00","76,000.00","","0.00%"
"2019-1-15","77,500.00","77,500.00","79,000.00","76,000.00","","-1.27%"
"2019-1-14","78,500.00","78,500.00","80,000.00","77,000.00","","0.00%"
"2019-1-11","78,500.00","78,500.00","80,000.00","77,000.00","","-0.63%"
"2019-1-10","79,000.00","79,000.00","80,500.00","77,500.00","","0.00%"
"2019-1-9","79,000.00","79,000.00","80,500.00","77,500.00","","0.00%"
"2019-1-8","79,000.00","79,000.00","80,500.00","77,500.00","","-0.63%"
"2019-1-7","79,500.00","79,500.00","81,000.00","78,000.00","","0.00%"
"2019-1-3","79,500.00","79,500.00","81,000.00","78,000.00","","0.00%"
"2019-1-2","79,500.00","79,500.00","81,000.00","78,000.00","","0.00%"
"2018-12-28","79,500.00","79,500.00","81,000.00","78,000.00","","0.00%"
"2018-12-27","79,500.00","79,500.00","81,000.00","78,000.00","","0.00%"
"2018-12-26","79,500.00","79,500.00","81,000.00","78,000.00","","0.00%"
"2018-12-25","79,500.00","79,500.00","81,000.00","78,000.00","","0.00%"
"2018-12-24","79,500.00","79,500.00","81,000.00","78,000.00","","0.00%"
"2018-12-21","79,500.00","79,500.00","81,000.00","78,000.00","","0.00%"
"2018-12-20","79,500.00","79,500.00","81,000.00","78,000.00","","0.00%"
"2018-12-19","79,500.00","79,500.00","81,000.00","78,000.00","","-0.63%"
"2018-12-18","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-17","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-14","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-13","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-12","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-11","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-10","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-7","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-6","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-5","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-4","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-12-3","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-30","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-29","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-28","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-27","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-26","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-23","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-22","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-21","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-20","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-19","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-16","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-15","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-14","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-13","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-12","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-9","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-8","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-7","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-6","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-5","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-2","80,000.00","80,000.00","82,000.00","78,000.00","","0.00%"
"2018-11-1","80,000.00","80,000.00","82,000.00","78,000.00","","2.56%"
"2018-10-31","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-30","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-29","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-26","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-25","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-24","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-23","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-22","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-19","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-18","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-17","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-16","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-15","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-12","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-11","78,000.00","78,000.00","80,000.00","76,000.00","","0.00%"
"2018-10-10","78,000.00","78,000.00","80,000.00","76,000.00","","-1.27%"
"2018-10-9","79,000.00","79,000.00","81,000.00","77,000.00","","-1.86%"
"2018-10-8","80,500.00","80,500.00","83,000.00","78,000.00","","0.00%"
"2018-9-28","80,500.00","80,500.00","83,000.00","78,000.00","","0.00%"
"2018-9-27","80,500.00","80,500.00","83,000.00","78,000.00","","0.00%"
"2018-9-26","80,500.00","80,500.00","83,000.00","78,000.00","","0.00%"
"2018-9-25","80,500.00","80,500.00","83,000.00","78,000.00","","0.00%"
"2018-9-21","80,500.00","80,500.00","83,000.00","78,000.00","","0.00%"
"2018-9-20","80,500.00","80,500.00","83,000.00","78,000.00","","-1.83%"
"2018-9-19","82,000.00","82,000.00","85,000.00","79,000.00","","0.00%"
"2018-9-18","82,000.00","82,000.00","85,000.00","79,000.00","","-1.20%"
"2018-9-17","83,000.00","83,000.00","86,000.00","80,000.00","","-1.19%"
"2018-9-14","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-9-13","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-9-12","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-9-11","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-9-10","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-9-7","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-9-6","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-9-5","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-9-4","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-9-3","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-8-31","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-8-30","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-8-29","84,000.00","84,000.00","87,000.00","81,000.00","","0.00%"
"2018-8-28","84,000.00","84,000.00","87,000.00","81,000.00","","-2.33%"
"2018-8-27","86,000.00","86,000.00","89,000.00","83,000.00","","-2.27%"
"2018-8-24","88,000.00","88,000.00","91,000.00","85,000.00","","-1.12%"
"2018-8-23","89,000.00","89,000.00","92,000.00","86,000.00","","-2.20%"
"2018-8-22","91,000.00","91,000.00","94,000.00","88,000.00","","-2.15%"
"2018-8-21","93,000.00","93,000.00","96,000.00","90,000.00","","0.00%"
"2018-8-20","93,000.00","93,000.00","96,000.00","90,000.00","","0.00%"
"2018-8-17","93,000.00","93,000.00","96,000.00","90,000.00","","-1.06%"
"2018-8-16","94,000.00","94,000.00","97,000.00","91,000.00","","0.00%"
"2018-8-15","94,000.00","94,000.00","97,000.00","91,000.00","","-1.05%"
"2018-8-14","95,000.00","95,000.00","98,000.00","92,000.00","","-1.04%"
"2018-8-13","96,000.00","96,000.00","99,000.00","93,000.00","","-1.03%"
"2018-8-10","97,000.00","97,000.00","100,000.00","94,000.00","","0.00%"
"2018-8-9","97,000.00","97,000.00","100,000.00","94,000.00","","0.00%"
"2018-8-8","97,000.00","97,000.00","100,000.00","94,000.00","","0.00%"
"2018-8-7","97,000.00","97,000.00","100,000.00","94,000.00","","0.00%"
"2018-8-6","97,000.00","97,000.00","100,000.00","94,000.00","","-1.02%"
"2018-8-3","98,000.00","98,000.00","101,000.00","95,000.00","","-2.00%"
"2018-8-2","100,000.00","100,000.00","103,000.00","97,000.00","","-0.99%"
"2018-8-1","101,000.00","101,000.00","104,000.00","98,000.00","","-1.94%"
"2018-7-31","103,000.00","103,000.00","106,000.00","100,000.00","","0.00%"
"2018-7-30","103,000.00","103,000.00","106,000.00","100,000.00","","-2.83%"
"2018-7-27","106,000.00","106,000.00","109,000.00","103,000.00","","0.00%"
"2018-7-26","106,000.00","106,000.00","109,000.00","103,000.00","","-1.85%"
"2018-7-25","108,000.00","108,000.00","111,000.00","105,000.00","","-2.70%"
"2018-7-24","111,000.00","111,000.00","114,000.00","108,000.00","","-2.63%"
"2018-7-23","114,000.00","114,000.00","117,000.00","111,000.00","","-2.56%"
"2018-7-20","117,000.00","117,000.00","120,000.00","114,000.00","","0.00%"
"2018-7-19","117,000.00","117,000.00","120,000.00","114,000.00","","0.00%"
"2018-7-18","117,000.00","117,000.00","120,000.00","114,000.00","","0.00%"
"2018-7-17","117,000.00","117,000.00","120,000.00","114,000.00","","0.00%"
"2018-7-16","117,000.00","117,000.00","120,000.00","114,000.00","","0.00%"
"2018-7-13","117,000.00","117,000.00","120,000.00","114,000.00","","0.00%"
"2018-7-12","117,000.00","117,000.00","120,000.00","114,000.00","","0.00%"
"2018-7-11","117,000.00","117,000.00","120,000.00","114,000.00","","0.00%"
"2018-7-10","117,000.00","117,000.00","120,000.00","114,000.00","","-1.68%"
"2018-7-9","119,000.00","119,000.00","122,000.00","116,000.00","","0.00%"
"2018-7-6","119,000.00","119,000.00","122,000.00","116,000.00","","0.00%"
"2018-7-5","119,000.00","119,000.00","122,000.00","116,000.00","","0.00%"
"2018-7-4","119,000.00","119,000.00","122,000.00","116,000.00","","-1.65%"
"2018-7-3","121,000.00","121,000.00","124,000.00","118,000.00","","-1.63%"
"2018-7-2","123,000.00","123,000.00","126,000.00","120,000.00","","0.00%"
"2018-6-29","123,000.00","123,000.00","126,000.00","120,000.00","","0.00%"
"2018-6-28","123,000.00","123,000.00","126,000.00","120,000.00","","0.00%"
"2018-6-27","123,000.00","123,000.00","126,000.00","120,000.00","","-1.60%"
"2018-6-26","125,000.00","125,000.00","128,000.00","122,000.00","","0.00%"
"2018-6-25","125,000.00","125,000.00","128,000.00","122,000.00","","0.00%"
"2018-6-22","125,000.00","125,000.00","128,000.00","122,000.00","","0.00%"
"2018-6-21","125,000.00","125,000.00","128,000.00","122,000.00","","0.00%"
"2018-6-20","125,000.00","125,000.00","128,000.00","122,000.00","","0.00%"
"2018-6-19","125,000.00","125,000.00","128,000.00","122,000.00","","0.00%"
"2018-6-15","125,000.00","125,000.00","128,000.00","122,000.00","","-1.57%"
"2018-6-14","127,000.00","127,000.00","130,000.00","124,000.00","","0.00%"
"2018-6-13","127,000.00","127,000.00","130,000.00","124,000.00","","0.00%"
"2018-6-12","127,000.00","127,000.00","130,000.00","124,000.00","","0.00%"
"2018-6-11","127,000.00","127,000.00","130,000.00","124,000.00","","0.00%"
"2018-6-8","127,000.00","127,000.00","130,000.00","124,000.00","","0.00%"
"2018-6-7","127,000.00","127,000.00","130,000.00","124,000.00","","0.00%"
"2018-6-6","127,000.00","127,000.00","130,000.00","124,000.00","","-2.31%"
"2018-6-5","130,000.00","130,000.00","133,000.00","127,000.00","","-2.26%"
"2018-6-4","133,000.00","133,000.00","136,000.00","130,000.00","","0.00%"
"2018-6-1","133,000.00","133,000.00","136,000.00","130,000.00","","0.00%"
"2018-5-31","133,000.00","133,000.00","136,000.00","130,000.00","","0.00%"
"2018-5-30","133,000.00","133,000.00","136,000.00","130,000.00","","-2.21%"
"2018-5-29","136,000.00","136,000.00","139,000.00","133,000.00","","-2.16%"
"2018-5-28","139,000.00","139,000.00","142,000.00","136,000.00","","-1.42%"
"2018-5-25","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-24","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-23","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-22","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-21","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-18","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-17","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-16","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-15","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-14","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-11","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-10","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-9","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-8","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-7","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-4","141,000.00","141,000.00","144,000.00","138,000.00","","0.00%"
"2018-5-3","141,000.00","141,000.00","144,000.00","138,000.00","","-0.70%"
"2018-5-2","142,000.00","142,000.00","145,000.00","139,000.00","","-1.05%"
"2018-4-27","143,500.00","143,500.00","147,000.00","140,000.00","","0.00%"
"2018-4-26","143,500.00","143,500.00","147,000.00","140,000.00","","-1.37%"
"2018-4-25","145,500.00","145,500.00","149,000.00","142,000.00","","0.00%"
"2018-4-24","145,500.00","145,500.00","149,000.00","142,000.00","","-0.68%"
"2018-4-23","146,500.00","146,500.00","150,000.00","143,000.00","","0.00%"
"2018-4-20","146,500.00","146,500.00","150,000.00","143,000.00","","0.00%"
"2018-4-19","146,500.00","146,500.00","150,000.00","143,000.00","","0.00%"
"2018-4-18","146,500.00","146,500.00","150,000.00","143,000.00","","0.00%"
"2018-4-17","146,500.00","146,500.00","150,000.00","143,000.00","","0.00%"
"2018-4-16","146,500.00","146,500.00","150,000.00","143,000.00","","-2.01%"
"2018-4-13","149,500.00","149,500.00","153,000.00","146,000.00","","-1.32%"
"2018-4-12","151,500.00","151,500.00","155,000.00","148,000.00","","-1.30%"
"2018-4-11","153,500.00","153,500.00","157,000.00","150,000.00","","0.00%"
"2018-4-10","153,500.00","153,500.00","157,000.00","150,000.00","","0.00%"
"2018-4-9","153,500.00","153,500.00","157,000.00","150,000.00","","0.00%"
"2018-4-4","153,500.00","153,500.00","157,000.00","150,000.00","","0.00%"
"2018-4-3","153,500.00","153,500.00","157,000.00","150,000.00","","-0.65%"
"2018-4-2","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-30","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-29","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-28","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-27","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-26","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-23","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-22","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-21","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-20","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-19","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-16","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-15","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-14","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-13","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-12","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-9","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-8","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-7","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-6","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-5","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-2","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-3-1","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-2-28","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-2-27","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-2-26","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-2-23","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
"2018-2-22","154,500.00","154,500.00","158,000.00","151,000.00","","0.00%"
