TypeCode,FreqCode,RefPeriodId,RefYear,RefMonth,Period,ReporterCode,ReporterISO,ReporterDesc,FlowCode,FlowDesc,PartnerCode,PartnerISO,PartnerDesc,Partner2Code,Partner2ISO,Partner2Desc,ClassificationCode,ClassificationSearchCode,IsOriginalClassification,CmdCode,CmdDesc,AggrLevel,IsLeaf,CustomsCode,CustomsDesc,MosCode,MotCode,MotDesc,QtyUnitCode,QtyUnitAbbr,Qty,IsQtyEstimated,AltQtyUnitCode,AltQtyUnitAbbr,AtlQty,IsAltQtyEstimated,NetWgt,IsNetWgtEstimated,GrossWgt,IsGrossWgtEstimated,Cifvalue,Fobvalue,PrimaryValue,LegacyEstimationFlag,IsReported,IsAggregate
C,A,20130101,2013,52,2013,36,AUS,Australia,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,86968,FALSE,-1,N/A,,FALSE,86968,FALSE,,FALSE,583436,,583436,0,TRUE,FALSE
C,A,20130101,2013,52,2013,50,BGD,Bangladesh,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,500,FALSE,-1,N/A,,FALSE,500,FALSE,,FALSE,6602,,6602,0,TRUE,FALSE
C,A,20130101,2013,52,2013,56,BEL,Belgium,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,304,FALSE,8,kg,304,FALSE,304,FALSE,0,FALSE,1979.552,0,1979.552,0,TRUE,FALSE
C,A,20130101,2013,52,2013,56,BEL,Belgium,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9.25,TRUE,-1,N/A,0,FALSE,9.25,TRUE,0,FALSE,0,65.737,65.737,6,TRUE,FALSE
C,A,20130101,2013,52,2013,112,BLR,Belarus,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6425,FALSE,-1,N/A,,FALSE,6425,FALSE,,FALSE,52900,,52900,0,TRUE,FALSE
C,A,20130101,2013,52,2013,12,DZA,Algeria,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24,FALSE,-1,N/A,,FALSE,24,FALSE,,FALSE,617,,617,0,TRUE,FALSE
C,A,20130101,2013,52,2013,24,AGO,Angola,M,Import,156,CHN,China,0,W00,World,H3,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,438,FALSE,-1,N/A,,FALSE,438,FALSE,,FALSE,1232,,1232,0,TRUE,FALSE
C,A,20130101,2013,52,2013,32,ARG,Argentina,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2889000,FALSE,-1,N/A,,FALSE,2889000,FALSE,,FALSE,,12746949,12746949,0,TRUE,FALSE
C,A,20130101,2013,52,2013,36,AUS,Australia,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,73345,FALSE,-1,N/A,,FALSE,73345,FALSE,,FALSE,955232,,955232,0,TRUE,FALSE
C,A,20130101,2013,52,2013,40,AUT,Austria,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1500,FALSE,-1,N/A,,FALSE,1500,FALSE,,FALSE,,12483,12483,0,TRUE,FALSE
C,A,20130101,2013,52,2013,56,BEL,Belgium,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,210.76,FALSE,8,kg,210.76,FALSE,210.76,FALSE,0,FALSE,1630.543,0,1630.543,0,TRUE,FALSE
C,A,20130101,2013,52,2013,56,BEL,Belgium,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,36.482,TRUE,-1,N/A,0,FALSE,36.482,TRUE,0,FALSE,0,185.686,185.686,6,TRUE,FALSE
C,A,20130101,2013,52,2013,68,BOL,Bolivia (Plurinational State of),M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,101,FALSE,8,kg,101,FALSE,102.53,FALSE,,FALSE,1476.43,890.52,1476.43,0,FALSE,TRUE
C,A,20130101,2013,52,2013,112,BLR,Belarus,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,200,FALSE,-1,N/A,,FALSE,200,FALSE,,FALSE,1600,,1600,0,TRUE,FALSE
C,A,20130101,2013,52,2013,124,CAN,Canada,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,180864,FALSE,-1,N/A,,FALSE,180864,FALSE,,FALSE,925134,,925134,0,TRUE,FALSE
C,A,20130101,2013,52,2013,124,CAN,Canada,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,325,FALSE,-1,N/A,,FALSE,325,FALSE,,FALSE,,913,913,0,TRUE,FALSE
C,A,20130101,2013,52,2013,152,CHL,Chile,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,172015,FALSE,8,kg,172015,FALSE,172015,FALSE,0,FALSE,0,774782.25,774782.25,0,TRUE,FALSE
C,A,20130101,2013,52,2013,124,CAN,Canada,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,91698,FALSE,-1,N/A,,FALSE,91698,FALSE,,FALSE,555050,,555050,0,TRUE,FALSE
C,A,20130101,2013,52,2013,124,CAN,Canada,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,445,FALSE,-1,N/A,,FALSE,445,FALSE,,FALSE,,37691,37691,0,TRUE,FALSE
C,A,20130101,2013,52,2013,152,CHL,Chile,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.26,FALSE,8,kg,0.26,FALSE,0.26,FALSE,0,FALSE,66.86,2,66.86,0,TRUE,FALSE
C,A,20130101,2013,52,2013,152,CHL,Chile,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9555960,FALSE,8,kg,9555960,FALSE,9555960,FALSE,0,FALSE,0,45923610.16,45923610.16,0,TRUE,FALSE
C,A,20130101,2013,52,2013,170,COL,Colombia,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2500,FALSE,-1,N/A,,FALSE,2500,FALSE,,FALSE,55795,,55795,0,TRUE,FALSE
C,A,20130101,2013,52,2013,203,CZE,Czechia,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11450,FALSE,-1,N/A,,FALSE,11450,FALSE,,FALSE,82966,,82966,0,TRUE,FALSE
C,A,20130101,2013,52,2013,218,ECU,Ecuador,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,200,FALSE,-1,N/A,,FALSE,200,FALSE,,FALSE,2740,,2740,0,TRUE,FALSE
C,A,20130101,2013,52,2013,246,FIN,Finland,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24,FALSE,-1,N/A,,FALSE,24,FALSE,,FALSE,1489,,1489,0,TRUE,FALSE
C,A,20130101,2013,52,2013,251,FRA,France,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,103336,FALSE,-1,N/A,,FALSE,103336,FALSE,,FALSE,734204,,734204,0,TRUE,FALSE
C,A,20130101,2013,52,2013,218,ECU,Ecuador,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,316,FALSE,-1,N/A,,FALSE,316,FALSE,,FALSE,10266,,10266,0,TRUE,FALSE
C,A,20130101,2013,52,2013,251,FRA,France,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10110,TRUE,-1,N/A,,FALSE,10110,TRUE,,FALSE,71821,,71821,6,TRUE,FALSE
C,A,20130101,2013,52,2013,344,HKG,"China, Hong Kong SAR",M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3000,FALSE,-1,N/A,,FALSE,3000,FALSE,,FALSE,23533,,23533,0,TRUE,FALSE
C,A,20130101,2013,52,2013,344,HKG,"China, Hong Kong SAR",X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8520,TRUE,-1,N/A,,FALSE,8520,TRUE,,FALSE,,53883,53883,6,TRUE,FALSE
C,A,20130101,2013,52,2013,276,DEU,Germany,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,46982.844,TRUE,-1,N/A,0,FALSE,46982.844,TRUE,,FALSE,359833.406,,359833.406,0,FALSE,TRUE
C,A,20130101,2013,52,2013,276,DEU,Germany,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2153.751,TRUE,-1,N/A,0,FALSE,2153.751,TRUE,,FALSE,,21142.809,21142.809,0,FALSE,TRUE
C,A,20130101,2013,52,2013,344,HKG,"China, Hong Kong SAR",X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,430,TRUE,-1,N/A,,FALSE,430,TRUE,,FALSE,,1934,1934,6,TRUE,FALSE
C,A,20130101,2013,52,2013,360,IDN,Indonesia,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,143147,FALSE,-1,N/A,,FALSE,143147,FALSE,,FALSE,1072435,,1072435,0,TRUE,FALSE
C,A,20130101,2013,52,2013,364,IRN,Iran,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,64000,FALSE,8,kg,64000,FALSE,64000,FALSE,0,FALSE,633181.32,,633181.32,0,TRUE,FALSE
C,A,20130101,2013,52,2013,376,ISR,Israel,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,153,TRUE,-1,N/A,,FALSE,153,TRUE,,FALSE,1000,,1000,6,TRUE,FALSE
C,A,20130101,2013,52,2013,380,ITA,Italy,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,68018,FALSE,-1,N/A,,TRUE,68018,FALSE,,FALSE,520723,,520723,0,FALSE,FALSE
C,A,20130101,2013,52,2013,384,CIV,Côte d'Ivoire,M,Import,156,CHN,China,0,W00,World,H3,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,380,FALSE,8,kg,380,FALSE,380,FALSE,0,FALSE,1734.327,,1734.327,0,FALSE,TRUE
C,A,20130101,2013,52,2013,392,JPN,Japan,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,603055,FALSE,-1,N/A,,FALSE,603055,FALSE,,FALSE,4687624,,4687624,0,TRUE,FALSE
C,A,20130101,2013,52,2013,392,JPN,Japan,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,129575,FALSE,-1,N/A,,FALSE,129575,FALSE,,FALSE,,3441367,3441367,0,TRUE,FALSE
C,A,20130101,2013,52,2013,398,KAZ,Kazakhstan,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9000,FALSE,-1,N/A,,FALSE,9000,FALSE,,FALSE,69073,,69073,0,TRUE,FALSE
C,A,20130101,2013,52,2013,400,JOR,Jordan,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,400,FALSE,-1,N/A,,FALSE,400,FALSE,,FALSE,5165,,5165,0,TRUE,FALSE
C,A,20130101,2013,52,2013,404,KEN,Kenya,M,Import,156,CHN,China,0,W00,World,H3,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20,FALSE,-1,N/A,,FALSE,20,FALSE,,FALSE,214,,214,0,TRUE,FALSE
C,A,20130101,2013,52,2013,410,KOR,Rep. of Korea,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,483289,FALSE,-1,N/A,,FALSE,483289,FALSE,,FALSE,6233159,,6233159,0,TRUE,FALSE
C,A,20130101,2013,52,2013,410,KOR,Rep. of Korea,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000,FALSE,-1,N/A,,FALSE,1000,FALSE,,FALSE,,9950,9950,0,TRUE,FALSE
C,A,20130101,2013,52,2013,458,MYS,Malaysia,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7000,FALSE,-1,N/A,,FALSE,7000,FALSE,,FALSE,49215,,49215,0,TRUE,FALSE
C,A,20130101,2013,52,2013,484,MEX,Mexico,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21,TRUE,-1,N/A,,FALSE,21,TRUE,,FALSE,137,,137,6,TRUE,FALSE
C,A,20130101,2013,52,2013,348,HUN,Hungary,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2868,FALSE,-1,N/A,,FALSE,2868,FALSE,,FALSE,18341,,18341,0,TRUE,FALSE
C,A,20130101,2013,52,2013,360,IDN,Indonesia,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6375,FALSE,-1,N/A,,FALSE,6375,FALSE,,FALSE,52211,,52211,0,TRUE,FALSE
C,A,20130101,2013,52,2013,364,IRN,Iran,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16000,FALSE,8,kg,16000,FALSE,16000,FALSE,0,FALSE,10452,,10452,0,TRUE,FALSE
C,A,20130101,2013,52,2013,380,ITA,Italy,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1025,FALSE,-1,N/A,,TRUE,1025,FALSE,,FALSE,,6551,6551,0,FALSE,FALSE
C,A,20130101,2013,52,2013,392,JPN,Japan,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,314110,FALSE,-1,N/A,,FALSE,314110,FALSE,,FALSE,2615767,,2615767,0,TRUE,FALSE
C,A,20130101,2013,52,2013,410,KOR,Rep. of Korea,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,204459,FALSE,-1,N/A,,FALSE,204459,FALSE,,FALSE,1471194,,1471194,0,TRUE,FALSE
C,A,20130101,2013,52,2013,410,KOR,Rep. of Korea,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,130200,FALSE,-1,N/A,,FALSE,130200,FALSE,,FALSE,,714843,714843,0,TRUE,FALSE
C,A,20130101,2013,52,2013,422,LBN,Lebanon,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100,FALSE,-1,N/A,,FALSE,100,FALSE,,FALSE,1409,,1409,0,TRUE,FALSE
C,A,20130101,2013,52,2013,490,S19,"Other Asia, nes",M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,115772,FALSE,-1,N/A,,FALSE,115772,FALSE,,FALSE,887173,,887173,0,TRUE,FALSE
C,A,20130101,2013,52,2013,490,S19,"Other Asia, nes",X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,50,FALSE,-1,N/A,,FALSE,50,FALSE,,FALSE,,873,873,0,TRUE,FALSE
C,A,20130101,2013,52,2013,504,MAR,Morocco,M,Import,156,CHN,China,0,W00,World,H2,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,37000,FALSE,-1,N/A,,FALSE,37000,FALSE,,FALSE,281947,,281947,0,TRUE,FALSE
C,A,20130101,2013,52,2013,554,NZL,New Zealand,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2000,FALSE,8,kg,2000,FALSE,2000,FALSE,2024,FALSE,19422.752,,19422.752,0,FALSE,TRUE
C,A,20130101,2013,52,2013,566,NGA,Nigeria,M,Import,156,CHN,China,0,W00,World,H3,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2236,FALSE,-1,N/A,,FALSE,2236,FALSE,,FALSE,3751,,3751,0,TRUE,FALSE
C,A,20130101,2013,52,2013,586,PAK,Pakistan,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,32434,FALSE,-1,N/A,,FALSE,32434,FALSE,,FALSE,169377,,169377,0,TRUE,FALSE
C,A,20130101,2013,52,2013,608,PHL,Philippines,M,Import,156,CHN,China,0,W00,World,H2,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1008,FALSE,-1,N/A,,FALSE,1008,FALSE,,FALSE,9457,,9457,0,TRUE,FALSE
C,A,20130101,2013,52,2013,634,QAT,Qatar,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,50,FALSE,-1,N/A,,FALSE,50,FALSE,,FALSE,604,,604,0,TRUE,FALSE
C,A,20130101,2013,52,2013,643,RUS,Russian Federation,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,132000,FALSE,-1,N/A,,FALSE,132000,FALSE,,FALSE,264757,,264757,0,TRUE,FALSE
C,A,20130101,2013,52,2013,682,SAU,Saudi Arabia,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20000,FALSE,-1,N/A,,FALSE,20000,FALSE,,FALSE,71200,,71200,0,TRUE,FALSE
C,A,20130101,2013,52,2013,490,S19,"Other Asia, nes",M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,66255,FALSE,-1,N/A,,FALSE,66255,FALSE,,FALSE,456621,,456621,0,TRUE,FALSE
C,A,20130101,2013,52,2013,490,S19,"Other Asia, nes",X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4962,FALSE,-1,N/A,,FALSE,4962,FALSE,,FALSE,,81753,81753,0,TRUE,FALSE
C,A,20130101,2013,52,2013,504,MAR,Morocco,M,Import,156,CHN,China,0,W00,World,H2,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1,FALSE,-1,N/A,,FALSE,1,FALSE,,FALSE,92,,92,0,TRUE,FALSE
C,A,20130101,2013,52,2013,528,NLD,Netherlands,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,220294,FALSE,8,kg,220294,FALSE,220294,FALSE,0,FALSE,1454780.333,,1454780.333,0,TRUE,FALSE
C,A,20130101,2013,52,2013,554,NZL,New Zealand,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,300,FALSE,8,kg,300,FALSE,300,FALSE,372,FALSE,3588.639,,3588.639,0,FALSE,TRUE
C,A,20130101,2013,52,2013,558,NIC,Nicaragua,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22,FALSE,-1,N/A,,FALSE,22,FALSE,,FALSE,1360,,1360,0,TRUE,FALSE
C,A,20130101,2013,52,2013,566,NGA,Nigeria,M,Import,156,CHN,China,0,W00,World,H3,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,408340,FALSE,-1,N/A,,FALSE,408340,FALSE,,FALSE,103520,,103520,0,TRUE,FALSE
C,A,20130101,2013,52,2013,579,NOR,Norway,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5000,FALSE,-1,N/A,,FALSE,5000,FALSE,,FALSE,41970,,41970,0,TRUE,FALSE
C,A,20130101,2013,52,2013,586,PAK,Pakistan,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13821,FALSE,-1,N/A,,FALSE,13821,FALSE,,FALSE,33881,,33881,0,TRUE,FALSE
C,A,20130101,2013,52,2013,600,PRY,Paraguay,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,218,FALSE,8,kg,218,FALSE,218,FALSE,,FALSE,9941,7913,9941,0,FALSE,TRUE
C,A,20130101,2013,52,2013,604,PER,Peru,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1400,FALSE,8,kg,1400,FALSE,1400,FALSE,,FALSE,28892.41,25980.28,28892.41,0,FALSE,TRUE
C,A,20130101,2013,52,2013,608,PHL,Philippines,M,Import,156,CHN,China,0,W00,World,H2,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,117123,FALSE,-1,N/A,,FALSE,117123,FALSE,,FALSE,70788,,70788,0,TRUE,FALSE
C,A,20130101,2013,52,2013,643,RUS,Russian Federation,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,283691,Carbonates; lithium carbonate,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20300,FALSE,-1,N/A,,FALSE,20300,FALSE,,FALSE,143178,,143178,0,TRUE,FALSE
C,A,20130101,2013,52,2013,699,IND,India,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1266650,FALSE,-1,N/A,,FALSE,1266650,FALSE,,FALSE,8840460,,8840460,0,TRUE,FALSE
C,A,20130101,2013,52,2013,699,IND,India,X,Export,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12000,FALSE,-1,N/A,,FALSE,12000,FALSE,,FALSE,,95042,95042,0,TRUE,FALSE
C,A,20130101,2013,52,2013,702,SGP,Singapore,M,Import,156,CHN,China,0,W00,World,H4,HS,TRUE,282520,Lithium oxide and hydroxide,6,TRUE,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22920,FALSE,8,kg,22920,FALSE,22920,FALSE,,FALSE,640075.079,,640075.079,0,TRUE,FALSE
